,forum,title,format,year,authors,institutions,domains,methods,host logs,network traffic,encryption,malicious domains,automation,email security,DNS security,malware,code analysis,SOC operations,compromised host detection,digital forensics,IDS,medical devices,cybersecurity data science,decision analysis,internet scanning,big data,threat intelligence,lateral movement,network entities,IoT,DDoS,ISP security,deception,command and control channels,adversarial learning,labeling,explainability,feature engineering,privacy,unknown,insider threat detection,vulnerability management,dark web,autonomy,red teaming,authentication,account fraud,social media,statistical methodology,cloud computing,social engineering,watering hole attack,security design,audio,attacker-defender dynamics,cryptography,fake news,honeypots,botnets,spam,attribution,passwords,information sharing,deepfakes,facial recognition,AI governance,blockchain,AI safety,ransomware,software tool development,supervised machine learning,none,framework building,visualization,statistics,survey,unsupervised machine learning,measurement,tensor analysis,interviews,dataset creation,generative adversarial networks,graph analysis,user experience,natural language processing,reinforcement learning,participant observation,game theory,modeling,optimization,expert systems,bayesian statistics,ontology building
0,FloCon,SysFlow: Scalable System Telemetry for Improved Security Analytics,Presentation,2020,"Frederico Araujo,Teryl Taylor","IBM,IBM","host logs,network traffic",software tool development,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FloCon,Bayes at 10+ Gbps: Identifying Malicious and Vulnerable Process from Passive Traffic Fingerprinting,Presentation,2020,David McGrew,Cisco,"network traffic, encryption",supervised machine learning,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,FloCon,Less is More with Intelligent Packet Capture,Presentation,2020,Randy Caldejon,CounterFlow AI,network traffic,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,FloCon,Alchemy: Stochastic Data Augmentation for Malicious Network Traffic Detection,Presentation,2020,Bo Hu,NTT,network traffic,supervised machine learning,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,FloCon,"The Long and Winding Road to ""Production Worthy""",Presentation,2020,Emily Heath,MITRE,malicious domains,"supervised machine learning,software tool development",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,FloCon,A Practical Decision Framework for Implementing Evasion-Resilient Host-Based Analytics,Presentation,2020,"Joe Mikhail,Brandon Werner","MITRE,MITRE",host logs,framework building,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,FloCon,A Structural Approach to Modeling Ecrypted Connections,Presentation,2020,Anthony Kasza,Corelight,"network traffic, encryption",visualization,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,FloCon,Automated Reasoning with ATT&CK,Presentation,2020,Jonathan Spring,CMU/SEI,automation,statistics,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,FloCon,Mobile Users' Susceptibility to Phishing Attacks,Presentation,2020,Ley Sylvester,Blackbaud,email security,survey,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,FloCon,How to Use Machine Learning for Phishing Incident Response,Presentation,2020,Erez Harusg,Palo Alto Networks,email security,supervised machine learning,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,FloCon,"Look Ma, No Malware!",Presentation,2020,Renne Burton,Infoblox,DNS security,unsupervised machine learning,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,FloCon,Malware's Abuse of Privacy Enhancing Technologies,Presentation,2020,Blake Anderson,Cisco,"malware, encryption",measurement,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,FloCon,Code Similarity Detection Using Syntax-Agnostic Locality Sensitive Hashing,Presentation,2020,Lara Dedic,Novetta,code analysis,supervised machine learning,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,FloCon,ML Detection of Cyber Attack Signatures from Known and New Threat Actors,Presentation,2020,Will Li,Vanguard,SOC operations,supervised machine learning,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,FloCon,Using Deep Neural Networks to Detect Compromised Hosts in Large Scale Networks,Presentation,2020,"Angel Koditwakku,Eboni Thamavong","University of Tennessee, Booz Allen Hamilton",compromised host detection,supervised machine learning,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,FloCon,Required Elements for Contrsucting a Highly Adoptable and Adaptive Digital Forensic Model,Presentation,2020,Ken Rodgers,K-Rod,digital forensics,framework building,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,FloCon,Uncovering Priority Anomalies Using Pattern Discovery as a Roadmap for Contextual Analysis,Presentation,2020,Thomas Haretty,Resevoir Labs,"SOC operations, IDS","unsupervised machine learning, tensor analysis",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,FloCon,Countermeasures to Security Threats in Networked Medical Devices,Presentation,2020,Melinda Lyles,Florida Southwestern State College,medical devices,interviews,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,FloCon,Cybersecurity Data Science 2020: Practitioner Perspectives and Guidance,Presentation,2020,Scott Mongeau,SAS Institute,cybersecurity data science,interviews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,FloCon,Improved Hunt Scoring with Specific Anomaly Scoring,Presentation,2019,Brenden Bishop,Columbus Collaboratory,network traffic,unsupervised machine learning,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,FloCon,Using Triangulation to Evaluate Machine Learning Models,Presentation,2019,Andrew Fast,CounterFlow AI,cybersecurity data science,framework building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,FloCon,Cybersecurity Data Science: Best Practices from the Field,Presentation,2019,Scott Mongeau,SAS Institute,cybersecurity data science,interviews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,FloCon,Four Machine Learning Techniques that Tackle Scale - And not Just By Increasing Accuracy,Presentation,2019,Lindsey Lack,Gigamon Applied Threat Research,cybersecurity data science,framework building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,FloCon,The Power of Cyber Threat Intelligence,Presentation,2019,Eboni Thamavong,X8,"cybersecurity data science, decision analysis",framework building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,FloCon,The Generation and Use of TLS Fingerprints,Presentation,2019,"Blake Anderson, David McGrew, Keith Schomburg","Cisco, Cisco, Cisco","network traffic, encryption","measurement, unsupervised machine learning, dataset creation",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,FloCon,Monitoring Massive Network Traffic Using Bayesian Inference,Presentation,2019,David Rodriguez,Cisco,DNS security,supervised machine learning,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,FloCon,Using Generative Adversarial Networks to Improve Phishing Domain Classifiers,Presentation,2019,"Jen Burns, Emily Heath","MITRE, MITRE",malicious domains,"supervised machine learning, generative adversarial networks",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,FloCon,Harvesting Logs for Enhanced Investigations,Presentation,2019,David Gainey,Defense Information Systems Agency,digital forensics,framework building,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,FloCon,Network Telescopes Revistied: From Loads of Unwanted Traffic to Threat Intelligence,Presentation,2019,"Piotr Bazydlo, Adrian Korczak, Pawel Pawlinski","NASK, NASK, NASK",internet scanning,measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,FloCon,Time-Based Correlation of Malicious Events and Their Connections,Presentation,2019,"Steve Henderson, Brittany Nichols, Brian Ehmann","Enlighten IT Consulting, Enlighten IT Consulting, Enlighten IT Consulting","network traffic, host logs",statistics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,FloCon,IMPACT: Information Marketplace for Policy and Analysis of Cyber-risk and Trust,Presentation,2019,Jeff Schmidt,Columbus Collaboratory,network traffic,dataset creation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,FloCon,InSight2: IRNC Advanced Measurements and Instrumentation (AMI),Presentation,2019,"Angel Kodituwakku, Jens Gregor, Buseung Cho, Carter Bullard","University of Tennessee Knoxville, University of Tennessee Knoxville, KISTI, Qusient LLC",network traffic,visualization,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,FloCon,Detecting Automatic Flows,Presentation,2019,Jeffrey Dean,United States Air Force,network traffic,supervised machine learning,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,FloCon,Quantum Approaches to Inverse Malware Eradication,Presentation,2019,"Daniel Medina,Matt Shabat","Glasswall Solutions Inc., Glasswall Solutions Inc.",malware,framework building,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,FloCon,Big Data Platform,Presentation,2018,unknown,Enlighten IT Consulting,big data,framework building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,FloCon,Creating and Sharing Value with Network Activity and Threat Correlation,Presentation,2018,Jamison Day,Looking Glass,"network traffic, threat intelligence",framework building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,FloCon,Anomaly Detection in Cyber Networks using Graph-node and Role-Dynamics and NetFlow Bayesian Normalcy Modeling,Presentation,2018,"Anthony Palladino, Christopher Thissen, Andrew Spisak","Boston Fusion Corp, Boston Fusion Corp, Boston Fusion Corp","IDS, network traffic","dataset creation, graph analysis, unsupervised machine learning",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
37,FloCon,When Threat Hunting Fails: Identifying Malvertising Domains Using Lexical Clustering,Presentation,2018,"Matt Foley, David Rodriguez, and Dhia Mahjoub","Cisco, Cisco, OpenDNS",malicious domains,unsupervised machine learning,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,FloCon,Optimal Machine Learning Algorithms for Cyber Threat Detection,Presentation,2018,Hafiz Farooq,Saudi Aramco,SOC operations,"supervised machine learning, unsupervised machine learning",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,FloCon,"Analysis of DNS Traffic on the Network EDGE, and In Motion",Presentation,2018,Fred Stringer,AT&T,"network traffic, DNS security",supervised machine learning,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,FloCon,Detecting Malicious IPs and Domain Names by Fusing Threat Feeds and Passive DNS through Graph Inference ,Presentation,2018,"Emily Heath, Eric Harley","MITRE,MITRE",malicious domains,"graph analysis, supervised machine learning",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41,FloCon,An Interactive Web Based Platform for Modeling and Analysis of Large Scale Argus Network Flow Data,Presentation,2018,"Angel Kodituwakku, J.T. Liso, Jens Gregor","University of Tennessee Knoxville, University of Tennessee Knoxville, University of Tennessee Knoxville",network traffic,visualization,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
