,forum,title,format,year,authors,institutions,domains,methods,host logs,network traffic,encryption,malicious domains,automation,email security,DNS security,malware,code analysis,SOC operations,compromised host detection,digital forensics,IDS,medical devices,cybersecurity data science,decision analysis,internet scanning,big data,threat intelligence,lateral movement,network entities,IoT,DDoS,ISP security,deception,command and control channels,adversarial learning,labeling,explainability,feature engineering,privacy,unknown,insider threat detection,vulnerability management,dark web,autonomy,red teaming,authentication,account fraud,social media,statistical methodology,cloud computing,social engineering,watering hole attack,security design,audio,attacker-defender dynamics,cryptography,fake news,honeypots,botnets,spam,attribution,passwords,information sharing,deepfakes,facial recognition,AI governance,blockchain,AI safety,ransomware,software tool development,supervised machine learning,none,framework building,visualization,statistics,survey,unsupervised machine learning,measurement,tensor analysis,interviews,dataset creation,generative adversarial networks,graph analysis,user experience,natural language processing,reinforcement learning,participant observation,game theory,modeling,optimization,expert systems,bayesian statistics,ontology building
42,FloCon,Identification of Malicious SSL Networks by Subgraph Anomaly Detection,Presentation,2018,"Thomas Mathew, Dhia Mahjoub","OpenDNS,OpenDNS",malicious domains,unsupervised machine learning,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,FloCon,Threat Hunting for Lateral Movement,Presentation,2018,"Adam Fuchs,Ryan Nolette","Sqrrl,Sqrrl","host logs, lateral movement",supervised machine learning,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,FloCon,Anomaly Detection in Bipartite Networks,Presentation,2018,Mohammed Eslami,Netrias,"network traffic, network entities",graph analysis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45,FloCon,Eliminating Barriers to Automated Tensor Analysis for Large-scale Flows,Presentation,2018,James Ezick,Resevoir Labs,network traffic,"tensor analysis, visualization",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,FloCon,Multi-Dimensional Network Anomaly Detection with Machine Learning,Presentation,2018,"Andrew Fast,Randy Caldejon",Counterflow AI,network traffic,unsupervised machine learning,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,FloCon,Automated Detection and Analysis of IoT Network Traffic Through Distributed Open Source Sensors and Citizen Scientists,Presentation,2018,Joe McManus,University of Colorado,"network traffic, IoT",supervised machine learning,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,FloCon,Cygraph: Big-Data Graph Analysis for Cybersecurity and Mission Resilience,Presentation,2018,Steven Noel,MITRE,network entities,graph analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49,FloCon,An API to Filter Network Flows in the Web to Use as Plug in Web Based Network Visualization Apps,Presentation,2017,"Julio de la Cruz, Ian Davila, Jose Ortiz Ubarri","University of Puerto Rico, University of Puerto Rico, University of Puerto Rico",network traffic,visualization,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,FloCon,Mothra: A Large-Scale Data Processing Platform for Network Security Analysis,Presentation,2017,Tony Cebzanov,CMU/SEI,"network traffic, big data",software tool development,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,FloCon,DDoS Defense for a Community of Peers,Presentation,2017,"Jem Berkes, Adam Wick","Galois,Galois","network traffic, DDoS",software tool development,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,FloCon,Netflow Collection and Analysis at Tier 1 Internet Peering,Presentation,2017,Fred Stringer,AT&T,"network traffic, ISP security, big data","visualization, software tool development",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,FloCon,Backbone Network DRDoS Attack Monitoring and Analysis,Presentation,2017,"Yang Xu,Qtian Su",Qihoo,"network traffic, DDoS, DNS security",measurement,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,FloCon,I Want Your Flows to be Lies,Presentation,2017,Adam Wick,Galois,"network traffic, deception",software tool development,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,FloCon,"Detecting Threats, Not Sandboxes (Characterizing Network Environments to Improve Malware Classification)",Presentation,2017,"Blake Anderson, David McGrew","Cisco, Cisco","network traffic, malware",supervised machine learning,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,FloCon,Assessing Targeted Attacks in Incident Response Threat Correlation,Presentation,2017,"Allan Thomson,Jamison Day","Looking Glass, Looking Glass","network traffic, threat intelligence",framework building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,FloCon,Using Flow for Realtime Management in 100G Networks,Presentation,2017,"John Gerth,Johan van Reijendam","Stanford University,Stanford University",network traffic,visualization,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,FloCon,Finding the Needle in the Haystack,Presentation,2017,Jonzy Jones,University of Utah,network traffic,visualization,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,FloCon,Silkweb - Analyze Silk Data Through API and Javascript Frameworks,Presentation,2017,"Vijay S. Sarvepalli,Dwight S. Beaver","CMU/SEI,CMU/SEI",network traffic,"software tool development, visualization",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,FloCon,Navigating the Pitfalls and Promises of Network Security Monitoring (NSM),Presentation,2017,"Scott Miserndino,Michael Gora","BluVector,BluVector","network traffic, IDS",framework building,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,FloCon,A Meaningful Metric for IPv4 Addresses,Presentation,2016,Leigh Metcalf,CMU/SEI,network traffic,measurement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,FloCon,Better Reporting Guidelines for Better Data,Presentation,2016,"Christopher Washington, Brian Allen","DHS/US-CERT,DHS/US-CERT",threat intelligence,framework building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,FloCon,Capturing and Processing One Million Network Flows Per Second with SiLK,Presentation,2016,"Robert W. Techentin, David R. Holmes III, James C. Nelms, Barry K. Gilbert","Mayo Clinic, Mayo Clinic, Mayo Clinic, Mayo Clinic","network traffic, big data",software tool development,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,FloCon,Classifying Encrypted Traffic with TLS-aware Telemetry,Presentation,2016,"Blake Anderson, David McGrew, Alison Kendler","Cisco, Cisco, Cisco","network traffic, encryption, malware","dataset creation, supervised machine learning, software tool development",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,FloCon,"Command and Control Mechanism Trends in Exploit Kits, RATs, APTs, and Other Malware",Presentation,2016,Mark Mager,DHS/US-CERT,"network traffic, command and control channels","measurement, framework building",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,FloCon,Data Fusion: Enhancing NetFlow Graph Analytics,Presentation,2016,"Emilie Purvine, Bryan Olsen, Cliff Joslyn","Pacific Northwest National Laboratory, Pacific Northwest National Laboratory, Pacific Northwest National Laboratory","network traffic, host logs","dataset creation, graph analysis",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
67,FloCon,Detecting Traffic to Recently Unparked Domains with Analysis Pipeline,Presentation,2016,Dan Ruef,CMU/SEI,network traffic,dataset creation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68,FloCon,Distributed Sensor Data Contextualization at Scale for Threat Intelligence Analysis,Presentation,2016,Jason Trost,ThreatStream,"threat intelligence, big data",framework building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,FloCon,"Gosh Wow, Volusia Networks!",Presentation,2016,Brian Whiting,Volusia County,network traffic,user experience,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70,FloCon,Graph Analysis Techniques for Network Flow Records Using Open Cyber Ontology Group (OCOG) Format,Presentation,2016,"Robert W. Techentin, David R. Holmes III, James C. Nelms, Barry K. Gilbert","Mayo Clinic, Mayo Clinic, Mayo Clinic, Mayo Clinic",network traffic,"graph analysis, framework building",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71,FloCon,Intelligence Driven Malware Analysis (IDMA) Malicious Profiling,Presentation,2016,Casey Kahsen,Northrop Grumman Corporation,malware,"framework building, user experience",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,FloCon,Making the Most of a Lot [of Data]: Netflow in US-CERT Operations,Presentation,2016,Chad Hein,Phia LLC,"network traffic, big data",user experience,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73,FloCon,Merging Network Configuration and Network Traffic Data in ISP-Level Analyses,Presentation,2016,Timothy Shimeall,CMU/SEI,network traffic,framework building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,FloCon,"Minimizing the Gaps with Bro, GRR, and Elk (Brogrrelk)",Presentation,2016,David Zito,Northrop Grumman Corporation,"network traffic, host logs",software tool development,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,FloCon,Monitoring and Classification of Active IPv6 Addresses,Presentation,2016,David Plonka,Akamai,network traffic,measurement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,FloCon,Netflow Analysis,Presentation,2016,Jonzy Jones,University of Utah,network traffic,user experience,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77,FloCon,Netflow in Daily Information Security Operations,Presentation,2016,Mike Pochan,CMU/SEI,network traffic,user experience,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78,FloCon,Network Monitoring and Deceptive Defenses,Presentation,2016,"Michael Collins, Brian Satira","RedJack, Noblis","network traffic, deception",software tool development,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,FloCon,"Network Security Analytics, HPC Platforms, Hadoop, and Graphs...Oh My",Presentation,2016,Aaron Bossert,Cray Inc.,"network traffic, host logs, big data","software tool development, software tool development",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,FloCon,New DNS Traffic Analysis Techniques to Identify Global Internet Threats,Presentation,2016,"Dhia Mahjoub, Thomas Matthew","OpenDNS,OpenDNS","DNS security, malicious domains","supervised machine learning, graph analysis",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81,FloCon,Planning Curricula for the Network Traffic Analyst of 2018-2020,Presentation,2016,Timothy Shimeall,CMU/SEI,network traffic,framework building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,FloCon,Role Model Transformations for Flow Analysis in Cyberdefense,Presentation,2016,John Gerth,Stanford University,network traffic,framework building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,FloCon,The Security Wolf of Wall Street: Fighting Crime with High-Frequency Classification and Natural Language Processing,Presentation,2016,Jeremiah O'Connor and Thibault Reuille,"OpenDNS,OpenDNS","threat intelligence, big data","supervised machine learning, natural language processing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,FloCon,Situational Awareness Threat Report (SATR),Presentation,2016,"Stacie Green, Casey Kahsen","Northrop Grumman Corporation, Northrop Grumman Corporation",threat intelligence,measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,FloCon,Sources and Applications of Performance and Security-Augmented Flow Data,Presentation,2016,Avi Freedman,Kentik,network traffic,framework building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,FloCon,Towards 100 Gbit Flow-Based Network Monitoring,Presentation,2016,"Luca Deri,Alfredo Cardigliao","ntop,ntop",network traffic,software tool development,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
